"V1_0-9_years","V2_10-19_years","V3_20-29_years","V4_30-39_years","V5_40-49_years","V6_50-59_years","V7_60-69_years","V8_70+_years","Count","Count_people"
"2","0","0","3","0","0","0","0",426,2130
"2","0","0","3","0","0","0","1",9,54
"2","0","0","3","0","0","1","0",39,234
"2","0","0","3","0","0","1","1",15,105
"2","0","0","3","0","0","2","0",45,315
"2","0","0","3","0","1","0","0",36,216
"2","0","0","3","0","1","1","0",24,168
"2","0","0","3","0","2","0","0",6,42
"2","0","0","3","1","0","0","0",51,306
"2","0","0","3","1","0","1","0",9,63
"2","0","0","4","0","0","0","0",96,576
"2","0","0","4","0","0","2","0",15,120
"2","0","0","4","0","1","1","0",6,48
"2","0","0","4","1","0","0","0",6,42
"2","0","0","5","0","0","0","0",6,42
"2","0","1","0","0","0","0","0",3390,10170
"2","0","1","0","0","0","0","1",45,180
"2","0","1","0","0","0","0","2",15,75
"2","0","1","0","0","0","1","0",111,444
"2","0","1","0","0","0","1","1",9,45
"2","0","1","0","0","0","2","0",48,240
"2","0","1","0","0","1","0","0",309,1236
"2","0","1","0","0","1","0","1",21,105
"2","0","1","0","0","1","1","0",69,345
"2","0","1","0","0","2","0","0",138,690
"2","0","1","0","1","0","0","0",654,2616
"2","0","1","0","1","0","0","1",18,90
"2","0","1","0","1","0","0","2",6,36
"2","0","1","0","1","0","1","0",33,165
"2","0","1","0","1","0","1","1",9,54
"2","0","1","0","1","0","2","0",6,36
"2","0","1","0","1","1","0","0",129,645
"2","0","1","0","1","1","0","1",9,54
"2","0","1","0","1","1","1","0",6,36
"2","0","1","0","1","2","0","0",12,72
"2","0","1","0","2","0","0","0",231,1155
"2","0","1","0","2","0","1","0",9,54
"2","0","1","0","2","1","0","0",6,36
"2","0","1","0","3","0","0","0",6,36
"2","0","1","1","0","0","0","0",5967,23868
"2","0","1","1","0","0","0","1",42,210
"2","0","1","1","0","0","0","2",15,90
"2","0","1","1","0","0","1","0",138,690
"2","0","1","1","0","0","1","1",27,162
"2","0","1","1","0","0","2","0",105,630
"2","0","1","1","0","1","0","0",201,1005
"2","0","1","1","0","1","0","1",6,36
"2","0","1","1","0","1","1","0",105,630
"2","0","1","1","0","2","0","0",135,810
"2","0","1","1","0","2","0","1",6,42
"2","0","1","1","1","0","0","0",282,1410
"2","0","1","1","1","0","0","1",12,72
"2","0","1","1","1","0","1","0",18,108
"2","0","1","1","1","0","2","0",12,84
"2","0","1","1","1","1","0","0",30,180
"2","0","1","1","1","1","1","0",6,42
"2","0","1","1","2","0","0","0",27,162
"2","0","1","2","0","0","0","0",624,3120
"2","0","1","2","0","0","0","1",12,72
"2","0","1","2","0","0","1","0",45,270
"2","0","1","2","0","0","1","1",6,42
"2","0","1","2","0","0","2","0",60,420
"2","0","1","2","0","1","0","0",60,360
"2","0","1","2","0","1","1","0",60,420
"2","0","1","2","0","2","0","0",51,357
"2","0","1","2","1","0","0","0",42,252
"2","0","1","2","1","0","1","0",9,63
"2","0","1","2","2","0","0","0",6,42
"2","0","1","3","0","0","0","0",126,756
"2","0","1","3","0","0","1","0",6,42
"2","0","1","3","0","0","2","0",21,168
"2","0","1","3","0","1","0","0",9,63
"2","0","1","3","0","1","1","0",9,72
"2","0","1","3","0","2","0","0",6,48
"2","0","1","3","1","0","0","0",9,63
"2","0","1","4","0","0","0","0",12,84
"2","0","2","0","0","0","0","0",5727,22908
"2","0","2","0","0","0","0","1",45,225
"2","0","2","0","0","0","0","2",6,36
"2","0","2","0","0","0","1","0",99,495
"2","0","2","0","0","0","1","1",15,90
"2","0","2","0","0","0","2","0",66,396
"2","0","2","0","0","1","0","0",246,1230
"2","0","2","0","0","1","0","1",18,108
"2","0","2","0","0","1","1","0",63,378
"2","0","2","0","0","2","0","0",183,1098
"2","0","2","0","0","2","0","1",12,84
"2","0","2","0","1","0","0","0",141,705
"2","0","2","0","1","0","0","1",12,72
"2","0","2","0","1","0","1","0",21,126
"2","0","2","0","1","1","0","0",90,540
"2","0","2","0","1","1","0","1",6,42
"2","0","2","0","1","1","1","0",6,42
"2","0","2","0","2","0","0","0",75,450
"2","0","2","0","2","0","0","1",6,42
"2","0","2","0","2","0","1","0",6,42
"2","0","2","0","2","1","0","0",9,63
"2","0","2","1","0","0","0","0",267,1335
"2","0","2","1","0","0","1","0",30,180
"2","0","2","1","0","0","2","0",24,168
"2","0","2","1","0","1","0","0",63,378
"2","0","2","1","0","1","1","0",33,231
"2","0","2","1","0","2","0","0",63,441
"2","0","2","1","1","0","0","0",66,396
"2","0","2","1","1","1","0","0",12,84
"2","0","2","1","2","0","0","0",6,42
"2","0","2","2","0","0","0","0",195,1170
"2","0","2","2","0","0","1","0",18,126
"2","0","2","2","0","0","2","0",18,144
"2","0","2","2","0","1","0","0",21,147
"2","0","2","2","0","1","1","0",21,168
"2","0","2","2","0","2","0","0",21,168
"2","0","2","2","1","0","0","0",9,63
"2","0","2","3","0","0","0","0",27,189
"2","0","3","0","0","0","0","0",300,1500
"2","0","3","0","0","0","1","0",18,108
"2","0","3","0","0","0","2","0",18,126
"2","0","3","0","0","1","0","0",48,288
"2","0","3","0","0","1","0","1",6,42
"2","0","3","0","0","1","1","0",24,168
"2","0","3","0","0","2","0","0",75,525
"2","0","3","0","1","0","0","0",48,288
"2","0","3","0","1","1","0","0",30,210
"2","0","3","0","2","0","0","0",24,168
"2","0","3","1","0","0","0","0",84,504
"2","0","3","1","0","1","0","0",24,168
"2","0","3","1","0","1","1","0",9,72
"2","0","3","1","0","2","0","0",24,192
"2","0","3","1","1","1","0","0",6,48
"2","0","3","2","0","0","0","0",36,252
"2","0","3","2","0","0","1","0",6,48
"2","0","3","3","0","0","0","0",12,96
"2","0","4","0","0","0","0","0",84,504
"2","0","4","0","0","1","0","0",21,147
"2","0","4","0","0","1","1","0",9,72
"2","0","4","0","0","2","0","0",18,144
"2","0","4","0","1","0","0","0",9,63
"2","0","4","0","1","1","0","0",15,120
"2","0","4","1","0","0","0","0",15,105
"2","0","4","1","0","2","0","0",9,81
"2","0","4","2","0","0","0","0",12,96
"2","0","5","0","0","0","0","0",12,84
"2","0","5","0","0","2","0","0",6,54
"2","0","5","2","0","0","0","0",6,54
"2","1","0","0","0","0","0","0",39,117
"2","1","0","0","0","0","1","0",24,96
"2","1","0","0","0","0","1","1",6,30
"2","1","0","0","0","0","2","0",18,90
"2","1","0","0","0","1","0","0",99,396
"2","1","0","0","0","1","0","1",6,30
"2","1","0","0","0","1","1","0",30,150
"2","1","0","0","0","2","0","0",60,300
"2","1","0","0","1","0","0","0",717,2868
"2","1","0","0","1","0","0","1",33,165
"2","1","0","0","1","0","0","2",12,72
"2","1","0","0","1","0","1","0",57,285
"2","1","0","0","1","0","1","1",6,36
"2","1","0","0","1","0","2","0",12,72
"2","1","0","0","1","1","0","0",564,2820
"2","1","0","0","1","1","0","1",12,72
"2","1","0","0","1","1","0","2",6,42
"2","1","0","0","1","1","1","0",9,54
"2","1","0","0","1","2","0","0",6,36
"2","1","0","0","2","0","0","0",3945,19725
"2","1","0","0","2","0","0","1",66,396
"2","1","0","0","2","0","0","2",21,147
"2","1","0","0","2","0","1","0",48,288
"2","1","0","0","2","0","1","1",21,147
"2","1","0","0","2","0","2","0",21,147
"2","1","0","0","2","1","0","0",15,90
"2","1","0","0","3","0","0","0",33,198
"2","1","0","0","4","0","0","0",9,63
"2","1","0","1","0","0","0","0",1485,5940
"2","1","0","1","0","0","0","1",21,105
"2","1","0","1","0","0","0","2",6,36
"2","1","0","1","0","0","1","0",96,480
"2","1","0","1","0","0","1","1",12,72
"2","1","0","1","0","0","2","0",39,234
"2","1","0","1","0","1","0","0",252,1260
"2","1","0","1","0","1","0","1",12,72
"2","1","0","1","0","1","1","0",36,216
"2","1","0","1","0","2","0","0",39,234
"2","1","0","1","1","0","0","0",2850,14250
"2","1","0","1","1","0","0","1",45,270
"2","1","0","1","1","0","0","2",24,168
"2","1","0","1","1","0","1","0",81,486
"2","1","0","1","1","0","1","1",24,168
"2","1","0","1","1","0","2","0",48,336
"2","1","0","1","1","1","0","0",36,216
"2","1","0","1","1","1","1","0",6,42
"2","1","0","1","1","2","0","0",9,63
"2","1","0","1","2","0","0","0",48,288
"2","1","0","1","3","0","0","0",9,63
"2","1","0","2","0","0","0","0",4278,21390
"2","1","0","2","0","0","0","1",51,306
"2","1","0","2","0","0","0","2",12,84
"2","1","0","2","0","0","1","0",123,738
"2","1","0","2","0","0","1","1",24,168
"2","1","0","2","0","0","2","0",96,672
"2","1","0","2","0","1","0","0",87,522
"2","1","0","2","0","1","0","1",6,42
"2","1","0","2","0","1","1","0",48,336
"2","1","0","2","0","2","0","0",42,294
"2","1","0","2","1","0","0","0",63,378
"2","1","0","2","1","0","1","0",18,126
"2","1","0","2","1","0","2","0",9,72
"2","1","0","2","1","1","0","0",12,84
"2","1","0","2","2","0","0","0",15,105
"2","1","0","3","0","0","0","0",72,432
"2","1","0","3","0","0","2","0",6,48
"2","1","0","3","0","1","0","0",6,42
"2","1","0","3","0","1","1","0",9,72
"2","1","0","3","0","2","0","0",6,48
"2","1","0","3","1","0","0","0",18,126
"2","1","0","4","0","0","0","0",21,147
"2","1","1","0","0","0","0","0",375,1500
"2","1","1","0","0","0","0","1",6,30
"2","1","1","0","0","0","1","0",24,120
"2","1","1","0","0","0","2","0",12,72
"2","1","1","0","0","1","0","0",93,465
"2","1","1","0","0","1","0","1",9,54
"2","1","1","0","0","1","1","0",15,90
"2","1","1","0","0","2","0","0",60,360
"2","1","1","0","1","0","0","0",189,945
"2","1","1","0","1","0","1","0",12,72
"2","1","1","0","1","0","1","1",6,42
"2","1","1","0","1","0","2","0",6,42
"2","1","1","0","1","1","0","0",87,522
"2","1","1","0","2","0","0","0",219,1314
"2","1","1","0","2","0","1","0",9,63
"2","1","1","0","3","0","0","0",9,63
"2","1","1","1","0","0","0","0",726,3630
"2","1","1","1","0","0","0","1",9,54
"2","1","1","1","0","0","1","0",33,198
"2","1","1","1","0","0","2","0",9,63
"2","1","1","1","0","1","0","0",69,414
"2","1","1","1","0","1","1","0",12,84
"2","1","1","1","0","2","0","0",27,189
"2","1","1","1","1","0","0","0",111,666
"2","1","1","1","1","0","1","0",12,84
"2","1","1","1","1","0","2","0",6,48
"2","1","1","1","1","1","0","0",21,147
"2","1","1","1","2","0","0","0",18,126
"2","1","1","2","0","0","0","0",129,774
"2","1","1","2","0","0","1","0",12,84
"2","1","1","2","0","0","2","0",12,96
"2","1","1","2","0","1","0","0",21,147
"2","1","1","2","0","1","1","0",6,48
"2","1","1","2","0","2","0","0",24,192
"2","1","1","2","1","0","0","0",15,105
"2","1","1","2","2","0","0","0",6,48
"2","1","1","3","0","0","0","0",15,105
"2","1","2","0","0","0","0","0",366,1830
"2","1","2","0","0","0","0","1",6,36
"2","1","2","0","0","0","1","0",21,126
"2","1","2","0","0","1","0","0",87,522
"2","1","2","0","0","1","0","1",6,42
"2","1","2","0","0","1","1","0",9,63
"2","1","2","0","0","2","0","0",54,378
"2","1","2","0","1","0","0","0",60,360
"2","1","2","0","1","0","1","0",9,63
"2","1","2","0","1","1","0","0",57,399
"2","1","2","0","2","0","0","0",69,483
"2","1","2","1","0","0","0","0",42,252
"2","1","2","1","0","1","0","0",12,84
"2","1","2","1","0","1","1","0",12,96
"2","1","2","1","0","2","0","0",24,192
"2","1","2","1","1","0","0","0",33,231
"2","1","2","1","1","1","0","0",12,96
"2","1","2","1","2","0","0","0",9,72
"2","1","2","2","0","0","0","0",30,210
"2","1","3","0","0","0","0","0",39,234
"2","1","3","0","0","1","0","0",18,126
"2","1","3","0","0","1","1","0",12,96
"2","1","3","0","0","2","0","0",30,240
"2","1","3","0","1","0","0","0",21,147
"2","1","3","0","1","0","1","0",6,48
"2","1","3","0","1","1","0","0",24,192
"2","1","3","0","2","0","0","0",24,192
"2","1","3","1","0","0","0","0",12,84
"2","1","3","1","0","1","0","0",9,72
"2","1","3","1","1","0","0","0",9,72
"2","1","4","0","0","0","0","0",9,63
"2","1","4","0","1","0","0","0",6,48
"2","1","4","0","1","1","0","0",9,81
"2","2","0","0","0","0","0","0",9,36
"2","2","0","0","0","0","1","0",9,45
"2","2","0","0","0","0","2","0",9,54
"2","2","0","0","0","1","0","0",33,165
"2","2","0","0","0","1","1","0",12,72
"2","2","0","0","0","2","0","0",33,198
"2","2","0","0","1","0","0","0",315,1575
"2","2","0","0","1","0","0","1",18,108
"2","2","0","0","1","0","1","0",21,126
"2","2","0","0","1","1","0","0",234,1404
"2","2","0","0","1","1","1","0",6,42
"2","2","0","0","2","0","0","0",1224,7344
"2","2","0","0","2","0","0","1",24,168
"2","2","0","0","2","0","0","2",9,72
"2","2","0","0","2","0","1","0",21,147
"2","2","0","0","2","0","1","1",9,72
"2","2","0","0","2","0","2","0",9,72
"2","2","0","0","2","1","0","0",12,84
"2","2","0","0","3","0","0","0",12,84
"2","2","0","1","0","0","0","0",621,3105
"2","2","0","1","0","0","0","1",12,72
"2","2","0","1","0","0","1","0",48,288
"2","2","0","1","0","0","2","0",12,84
"2","2","0","1","0","1","0","0",111,666
"2","2","0","1","0","2","0","0",9,63
"2","2","0","1","1","0","0","0",975,5850
"2","2","0","1","1","0","0","1",18,126
"2","2","0","1","1","0","1","0",24,168
"2","2","0","1","1","0","2","0",6,48
"2","2","0","1","1","1","0","0",18,126
"2","2","0","1","2","0","0","0",27,189
"2","2","0","1","3","0","0","0",9,72
"2","2","0","2","0","0","0","0",1260,7560
"2","2","0","2","0","0","0","1",21,147
"2","2","0","2","0","0","1","0",48,336
"2","2","0","2","0","0","2","0",24,192
"2","2","0","2","0","1","0","0",39,273
"2","2","0","2","0","1","1","0",18,144
"2","2","0","2","0","2","0","0",12,96
"2","2","0","2","1","0","0","0",33,231
"2","2","0","2","1","0","0","1",6,48
"2","2","0","2","2","0","0","0",15,120
"2","2","0","3","0","0","0","0",21,147
"2","2","0","3","0","1","0","0",9,72
"2","2","0","3","1","0","0","0",6,48
"2","2","1","0","0","0","0","0",45,225
"2","2","1","0","0","0","1","0",6,36
"2","2","1","0","0","1","0","0",39,234
"2","2","1","0","0","1","1","0",6,42
"2","2","1","0","0","2","0","0",30,210
"2","2","1","0","1","0","0","0",105,630
"2","2","1","0","1","1","0","0",48,336
"2","2","1","0","2","0","0","0",99,693
"2","2","1","0","2","0","1","0",9,72
"2","2","1","1","0","0","0","0",186,1116
"2","2","1","1","0","0","1","0",12,84
"2","2","1","1","0","1","0","0",15,105
"2","2","1","1","0","2","0","0",15,120
"2","2","1","1","1","0","0","0",60,420
"2","2","1","1","1","0","1","0",9,72
"2","2","1","1","1","1","0","0",12,96
"2","2","1","1","2","0","0","0",6,48
"2","2","1","2","0","0","0","0",63,441
"2","2","1","2","0","0","1","0",9,72
"2","2","1","2","0","0","2","0",6,54
"2","2","1","2","0","1","0","0",6,48
"2","2","1","3","0","0","0","0",6,48
"2","2","2","0","0","0","0","0",42,252
"2","2","2","0","0","0","1","0",6,42
"2","2","2","0","0","1","0","0",18,126
"2","2","2","0","0","1","1","0",6,48
"2","2","2","0","0","2","0","0",21,168
"2","2","2","0","1","0","0","0",24,168
"2","2","2","0","1","1","0","0",30,240
"2","2","2","0","2","0","0","0",48,384
"2","2","2","1","0","0","0","0",12,84
"2","2","2","1","0","1","0","0",6,48
"2","2","2","1","0","2","0","0",6,54
"2","2","2","1","1","0","0","0",9,72
"2","2","2","2","0","0","0","0",12,96
"2","2","3","0","0","0","0","0",6,42
"2","2","3","0","0","2","0","0",9,81
"2","2","3","0","1","0","0","0",12,96
"2","2","3","0","1","1","0","0",12,108
"2","2","3","0","2","0","0","0",9,81
"2","2","3","1","0","0","0","0",6,48
"2","2","4","0","2","0","0","0",6,60
"2","3","0","0","0","1","0","0",15,90
"2","3","0","0","0","1","1","0",6,42
"2","3","0","0","0","2","0","0",9,63
"2","3","0","0","1","0","0","0",105,630
"2","3","0","0","1","0","1","0",6,42
"2","3","0","0","1","1","0","0",63,441
"2","3","0","0","2","0","0","0",333,2331
"2","3","0","0","2","0","1","0",9,72
"2","3","0","0","3","0","0","0",6,48
"2","3","0","1","0","0","0","0",177,1062
"2","3","0","1","0","0","1","0",9,63
"2","3","0","1","0","1","0","0",30,210
"2","3","0","1","1","0","0","0",282,1974
"2","3","0","1","1","1","0","0",6,48
"2","3","0","1","2","0","0","0",9,72
"2","3","0","2","0","0","0","0",321,2247
"2","3","0","2","0","0","1","0",12,96
"2","3","0","2","0","1","0","0",15,120
"2","3","0","2","0","1","1","0",9,81
"2","3","0","2","1","0","0","0",15,120
"2","3","0","3","0","0","0","0",12,96
"2","3","0","3","1","0","0","0",6,54
"2","3","1","0","0","1","0","0",6,42
"2","3","1","0","0","2","0","0",9,72
"2","3","1","0","1","0","0","0",42,294
"2","3","1","0","1","0","1","0",9,72
"2","3","1","0","1","1","0","0",24,192
"2","3","1","0","2","0","0","0",69,552
"2","3","1","1","0","0","0","0",39,273
"2","3","1","1","0","1","0","0",6,48
"2","3","1","1","1","0","0","0",30,240
"2","3","1","2","0","0","0","0",21,168
"2","3","2","0","0","1","0","0",9,72
"2","3","2","0","1","0","0","0",15,120
"2","3","2","0","1","1","0","0",12,108
"2","3","2","0","2","0","0","0",21,189
"2","3","2","1","1","0","0","0",6,54
"2","3","3","0","1","1","0","0",6,60
"2","4","0","0","0","1","0","0",6,42
"2","4","0","0","0","2","0","0",12,96
"2","4","0","0","1","0","0","0",39,273
"2","4","0","0","1","1","0","0",33,264
"2","4","0","0","2","0","0","0",105,840
"2","4","0","1","0","0","0","0",45,315
"2","4","0","1","0","1","0","0",12,96
"2","4","0","1","1","0","0","0",69,552
"2","4","0","2","0","0","0","0",63,504
"2","4","1","0","1","0","0","0",18,144
"2","4","1","0","1","1","0","0",6,54
"2","4","1","0","2","0","0","0",24,216
"2","4","1","1","0","0","0","0",12,96
"2","4","1","1","1","0","0","0",9,81
"2","4","1","2","0","0","0","0",9,81
"2","4","2","0","1","0","0","0",6,54
"2","4","2","0","1","1","0","0",6,60
"2","4","2","0","2","0","0","0",9,90
"2","4","2","1","1","0","0","0",6,60
"2","5","0","0","1","0","0","0",12,96
"2","5","0","0","1","1","0","0",6,54
"2","5","0","0","2","0","0","0",24,216
"2","5","0","1","0","0","0","0",12,96
"2","5","0","1","1","0","0","0",21,189
"2","5","0","2","0","0","0","0",18,162
"2","5","1","0","1","0","0","0",9,81
"2","5","1","0","1","1","0","0",6,60
"2","5","2","0","1","1","0","0",6,66
"2","6","0","0","1","1","0","0",6,60
"2","6","0","1","0","0","0","0",6,54
"3","0","0","0","0","0","0","0",21,63
"3","0","0","0","0","0","1","0",21,84
"3","0","0","0","0","0","2","0",9,45
"3","0","0","0","0","1","0","0",48,192
"3","0","0","0","0","1","1","0",9,45
"3","0","0","0","0","2","0","0",30,150
"3","0","0","0","1","0","0","0",240,960
"3","0","0","0","1","0","0","1",6,30
"3","0","0","0","1","0","1","0",21,105
"3","0","0","0","1","1","0","0",222,1110
"3","0","0","0","2","0","0","0",2277,11385
"3","0","0","0","2","0","0","1",27,162
"3","0","0","0","2","0","0","2",18,126
"3","0","0","0","2","0","1","0",36,216
"3","0","0","0","2","0","1","1",12,84
"3","0","0","0","2","0","2","0",6,42
"3","0","0","0","2","1","0","0",6,36
"3","0","0","0","3","0","0","0",18,108
"3","0","0","1","0","0","0","0",990,3960
"3","0","0","1","0","0","0","1",18,90
"3","0","0","1","0","0","1","0",42,210
"3","0","0","1","0","0","1","1",9,54
"3","0","0","1","0","0","2","0",24,144
"3","0","0","1","0","1","0","0",183,915
"3","0","0","1","0","1","0","1",9,54
"3","0","0","1","0","1","1","0",18,108
"3","0","0","1","0","2","0","0",18,108
"3","0","0","1","1","0","0","0",3276,16380
"3","0","0","1","1","0","0","1",24,144
"3","0","0","1","1","0","0","2",9,63
"3","0","0","1","1","0","1","0",63,378
"3","0","0","1","1","0","1","1",18,126
"3","0","0","1","1","0","2","0",42,294
"3","0","0","1","1","1","0","0",24,144
"3","0","0","1","2","0","0","0",39,234
"3","0","0","2","0","0","0","0",7923,39615
"3","0","0","2","0","0","0","1",51,306
"3","0","0","2","0","0","0","2",6,42
"3","0","0","2","0","0","1","0",156,936
"3","0","0","2","0","0","1","1",36,252
"3","0","0","2","0","0","2","0",132,924
"3","0","0","2","0","1","0","0",75,450
"3","0","0","2","0","1","0","1",6,42
"3","0","0","2","0","1","1","0",66,462
"3","0","0","2","0","2","0","0",36,252
"3","0","0","2","1","0","0","0",72,432
"3","0","0","2","1","0","0","1",9,63
"3","0","0","2","2","0","0","0",12,84
"3","0","0","3","0","0","0","0",105,630
"3","0","0","3","0","0","1","0",15,105
"3","0","0","3","0","0","2","0",15,120
"3","0","0","3","1","0","0","0",18,126
"3","0","0","4","0","0","0","0",30,210
"3","0","0","4","0","0","2","0",6,54
"3","0","1","0","0","0","0","0",1173,4692
"3","0","1","0","0","0","0","1",12,60
"3","0","1","0","0","0","1","0",27,135
"3","0","1","0","0","0","1","1",6,36
"3","0","1","0","0","0","2","0",9,54
"3","0","1","0","0","1","0","0",105,525
"3","0","1","0","0","1","1","0",12,72
"3","0","1","0","0","2","0","0",36,216
"3","0","1","0","1","0","0","0",195,975
"3","0","1","0","1","0","0","1",6,36
"3","0","1","0","1","0","1","0",6,36
"3","0","1","0","1","1","0","0",36,216
"3","0","1","0","2","0","0","0",60,360
"3","0","1","1","0","0","0","0",1836,9180
"3","0","1","1","0","0","0","1",21,126
"3","0","1","1","0","0","1","0",48,288
"3","0","1","1","0","0","2","0",21,147
"3","0","1","1","0","1","0","0",57,342
"3","0","1","1","0","1","1","0",21,147
"3","0","1","1","0","2","0","0",24,168
"3","0","1","1","1","0","0","0",69,414
"3","0","1","1","1","0","1","0",6,42
"3","0","1","1","1","1","0","0",12,84
"3","0","1","1","2","0","0","0",12,84
"3","0","1","2","0","0","0","0",162,972
"3","0","1","2","0","0","0","1",6,42
"3","0","1","2","0","0","1","0",15,105
"3","0","1","2","0","0","2","0",12,96
"3","0","1","2","0","1","0","0",15,105
"3","0","1","2","0","1","1","0",9,72
"3","0","1","2","0","2","0","0",15,120
"3","0","1","2","1","0","0","0",15,105
"3","0","1","3","0","0","0","0",45,315
"3","0","1","3","0","0","1","0",6,48
"3","0","1","3","0","0","2","0",6,54
"3","0","1","3","0","1","1","0",6,54
"3","0","1","4","0","0","0","0",6,48
"3","0","2","0","0","0","0","0",1677,8385
"3","0","2","0","0","0","0","1",9,54
"3","0","2","0","0","0","1","0",45,270
"3","0","2","0","0","0","1","1",9,63
"3","0","2","0","0","0","2","0",18,126
"3","0","2","0","0","1","0","0",90,540
"3","0","2","0","0","1","1","0",24,168
"3","0","2","0","0","2","0","0",57,399
"3","0","2","0","1","0","0","0",42,252
"3","0","2","0","1","1","0","0",21,147
"3","0","2","0","2","0","0","0",27,189
"3","0","2","1","0","0","0","0",99,594
"3","0","2","1","0","0","1","0",9,63
"3","0","2","1","0","1","0","0",15,105
"3","0","2","1","0","1","1","0",9,72
"3","0","2","1","0","2","0","0",15,120
"3","0","2","1","1","0","0","0",15,105
"3","0","2","1","1","1","0","0",6,48
"3","0","2","2","0","0","0","0",66,462
"3","0","2","2","0","0","2","0",9,81
"3","0","2","2","0","1","0","0",9,72
"3","0","2","2","0","1","1","0",6,54
"3","0","2","2","0","2","0","0",6,54
"3","0","2","3","0","0","0","0",6,48
"3","0","3","0","0","0","0","0",99,594
"3","0","3","0","0","1","0","0",27,189
"3","0","3","0","0","2","0","0",24,192
"3","0","3","0","1","0","0","0",15,105
"3","0","3","0","1","1","0","0",12,96
"3","0","3","0","2","0","0","0",9,72
"3","0","3","1","0","0","0","0",30,210
"3","0","3","1","0","2","0","0",15,135
"3","0","4","0","0","0","0","0",18,126
"3","0","4","0","0","1","0","0",6,48
"3","0","4","0","0","2","0","0",6,54
"3","0","5","0","0","0","0","0",9,72
"3","1","0","0","0","1","0","0",24,120
"3","1","0","0","0","1","1","0",9,54
"3","1","0","0","0","2","0","0",12,72
"3","1","0","0","1","0","0","0",99,495
"3","1","0","0","1","0","0","1",6,36
"3","1","0","0","1","0","1","0",6,36
"3","1","0","0","1","1","0","0",57,342
"3","1","0","0","2","0","0","0",504,3024
"3","1","0","0","2","0","0","1",9,63
"3","1","0","0","2","0","1","0",15,105
"3","1","0","0","2","0","1","1",6,48
"3","1","0","0","3","0","0","0",9,63
"3","1","0","1","0","0","0","0",498,2490
"3","1","0","1","0","0","0","1",6,36
"3","1","0","1","0","0","1","0",33,198
"3","1","0","1","0","0","2","0",12,84
"3","1","0","1","0","1","0","0",54,324
"3","1","0","1","0","1","1","0",6,42
"3","1","0","1","0","2","0","0",12,84
"3","1","0","1","1","0","0","0",675,4050
"3","1","0","1","1","0","0","1",6,42
"3","1","0","1","1","0","1","0",21,147
"3","1","0","1","1","0","2","0",9,72
"3","1","0","1","1","1","0","0",6,42
"3","1","0","1","2","0","0","0",9,63
"3","1","0","2","0","0","0","0",1350,8100
"3","1","0","2","0","0","0","1",18,126
"3","1","0","2","0","0","1","0",33,231
"3","1","0","2","0","0","1","1",12,96
"3","1","0","2","0","0","2","0",24,192
"3","1","0","2","0","1","0","0",45,315
"3","1","0","2","0","1","1","0",18,144
"3","1","0","2","0","2","0","0",18,144
"3","1","0","2","1","0","0","0",24,168
"3","1","0","3","0","0","0","0",33,231
"3","1","0","3","0","0","2","0",9,81
"3","1","0","3","1","0","0","0",12,96
"3","1","0","4","0","0","0","0",9,72
"3","1","1","0","0","0","0","0",162,810
"3","1","1","0","0","0","1","0",12,72
"3","1","1","0","0","1","0","0",36,216
"3","1","1","0","0","1","1","0",6,42
"3","1","1","0","0","2","0","0",18,126
"3","1","1","0","1","0","0","0",63,378
"3","1","1","0","1","1","0","0",21,147
"3","1","1","0","2","0","0","0",45,315
"3","1","1","1","0","0","0","0",336,2016
"3","1","1","1","0","0","1","0",12,84
"3","1","1","1","0","0","2","0",9,72
"3","1","1","1","0","1","0","0",24,168
"3","1","1","1","0","1","1","0",6,48
"3","1","1","1","0","2","0","0",9,72
"3","1","1","1","1","0","0","0",36,252
"3","1","1","1","2","0","0","0",12,96
"3","1","1","2","0","0","0","0",63,441
"3","1","1","2","0","0","1","0",9,72
"3","1","1","2","0","1","0","0",6,48
"3","1","1","2","0","2","0","0",6,54
"3","1","1","2","1","0","0","0",6,48
"3","1","1","3","0","0","0","0",6,48
"3","1","2","0","0","0","0","0",147,882
"3","1","2","0","0","0","1","0",9,63
"3","1","2","0","0","1","0","0",24,168
"3","1","2","0","0","1","1","0",12,96
"3","1","2","0","0","2","0","0",21,168
"3","1","2","0","1","0","0","0",24,168
"3","1","2","0","1","1","0","0",18,144
"3","1","2","0","2","0","0","0",27,216
"3","1","2","1","0","0","0","0",30,210
"3","1","2","1","0","1","0","0",9,72
"3","1","2","1","0","2","0","0",6,54
"3","1","2","1","1","0","0","0",15,120
"3","1","2","2","0","0","0","0",9,72
"3","1","3","0","0","0","0","0",18,126
"3","1","3","0","0","1","0","0",9,72
"3","1","3","0","0","2","0","0",18,162
"3","1","3","0","1","0","0","0",9,72
"3","1","3","0","1","1","0","0",9,81
"3","1","3","0","2","0","0","0",6,54
"3","1","3","1","0","1","0","0",6,54
"3","2","0","0","0","2","0","0",6,42
"3","2","0","0","1","0","0","0",54,324
"3","2","0","0","1","1","0","0",45,315
"3","2","0","0","2","0","0","0",165,1155
"3","2","0","0","2","0","1","0",12,96
"3","2","0","0","3","0","0","0",6,48
"3","2","0","1","0","0","0","0",225,1350
"3","2","0","1","0","1","0","0",42,294
"3","2","0","1","1","0","0","0",276,1932
"3","2","0","1","1","0","0","1",6,48
"3","2","0","1","1","0","1","0",6,48
"3","2","0","1","2","0","0","0",6,48
