"V1_0-9_years","V2_10-19_years","V3_20-29_years","V4_30-39_years","V5_40-49_years","V6_50-59_years","V7_60-69_years","V8_70+_years","Count","Count_people"
"1","0","1","3","0","0","0","0",189,945
"1","0","1","3","0","0","1","0",6,36
"1","0","1","3","0","0","2","0",9,63
"1","0","1","3","0","1","0","0",18,108
"1","0","1","3","0","1","1","0",18,126
"1","0","1","3","0","2","0","0",9,63
"1","0","1","3","1","0","0","0",12,72
"1","0","1","4","0","0","0","0",33,198
"1","0","2","0","0","0","0","0",9156,27468
"1","0","2","0","0","0","0","1",60,240
"1","0","2","0","0","0","0","2",15,75
"1","0","2","0","0","0","1","0",192,768
"1","0","2","0","0","0","1","1",30,150
"1","0","2","0","0","0","2","0",117,585
"1","0","2","0","0","1","0","0",498,1992
"1","0","2","0","0","1","0","1",30,150
"1","0","2","0","0","1","0","2",6,36
"1","0","2","0","0","1","1","0",213,1065
"1","0","2","0","0","1","1","1",9,54
"1","0","2","0","0","2","0","0",423,2115
"1","0","2","0","0","2","0","1",12,72
"1","0","2","0","1","0","0","0",291,1164
"1","0","2","0","1","0","0","1",21,105
"1","0","2","0","1","0","1","0",51,255
"1","0","2","0","1","0","2","0",6,36
"1","0","2","0","1","1","0","0",198,990
"1","0","2","0","1","1","0","1",15,90
"1","0","2","0","1","1","1","0",6,36
"1","0","2","0","1","2","0","0",6,36
"1","0","2","0","2","0","0","0",183,915
"1","0","2","0","2","0","0","1",6,36
"1","0","2","0","2","0","1","0",6,36
"1","0","2","0","2","1","0","0",6,36
"1","0","2","1","0","0","0","0",684,2736
"1","0","2","1","0","0","0","1",15,75
"1","0","2","1","0","0","1","0",51,255
"1","0","2","1","0","0","1","1",12,72
"1","0","2","1","0","0","2","0",45,270
"1","0","2","1","0","1","0","0",105,525
"1","0","2","1","0","1","1","0",51,306
"1","0","2","1","0","2","0","0",96,576
"1","0","2","1","0","2","0","1",6,42
"1","0","2","1","1","0","0","0",90,450
"1","0","2","1","1","0","0","1",6,36
"1","0","2","1","1","0","1","0",9,54
"1","0","2","1","1","0","2","0",6,42
"1","0","2","1","1","1","0","0",27,162
"1","0","2","1","2","0","0","0",21,126
"1","0","2","2","0","0","0","0",378,1890
"1","0","2","2","0","0","1","0",15,90
"1","0","2","2","0","0","2","0",18,126
"1","0","2","2","0","1","0","0",27,162
"1","0","2","2","0","1","1","0",21,147
"1","0","2","2","0","2","0","0",39,273
"1","0","2","2","1","0","0","0",18,108
"1","0","2","3","0","0","0","0",63,378
"1","0","2","3","0","1","0","0",6,42
"1","0","2","3","1","0","0","0",6,42
"1","0","2","4","0","0","0","0",18,126
"1","0","3","0","0","0","0","0",753,3012
"1","0","3","0","0","0","0","1",9,45
"1","0","3","0","0","0","1","0",33,165
"1","0","3","0","0","0","2","0",21,126
"1","0","3","0","0","1","0","0",132,660
"1","0","3","0","0","1","0","1",9,54
"1","0","3","0","0","1","1","0",48,288
"1","0","3","0","0","2","0","0",180,1080
"1","0","3","0","1","0","0","0",60,300
"1","0","3","0","1","0","1","0",12,72
"1","0","3","0","1","1","0","0",84,504
"1","0","3","0","2","0","0","0",54,324
"1","0","3","1","0","0","0","0",237,1185
"1","0","3","1","0","0","1","0",12,72
"1","0","3","1","0","0","2","0",12,84
"1","0","3","1","0","1","0","0",24,144
"1","0","3","1","0","1","1","0",12,84
"1","0","3","1","0","2","0","0",33,231
"1","0","3","1","1","0","0","0",24,144
"1","0","3","1","1","1","0","0",12,84
"1","0","3","1","2","0","0","0",6,42
"1","0","3","2","0","0","0","0",93,558
"1","0","3","2","0","0","2","0",6,48
"1","0","3","2","0","1","0","0",9,63
"1","0","3","2","0","2","0","0",12,96
"1","0","3","2","1","0","0","0",6,42
"1","0","3","3","0","0","0","0",21,147
"1","0","4","0","0","0","0","0",231,1155
"1","0","4","0","0","0","1","0",12,72
"1","0","4","0","0","1","0","0",21,126
"1","0","4","0","0","1","1","0",12,84
"1","0","4","0","0","2","0","0",51,357
"1","0","4","0","1","0","0","0",18,108
"1","0","4","0","1","1","0","0",21,147
"1","0","4","0","2","0","0","0",21,147
"1","0","4","1","0","0","0","0",63,378
"1","0","4","1","0","1","0","0",6,42
"1","0","4","1","0","1","1","0",6,48
"1","0","4","1","0","2","0","0",9,72
"1","0","4","2","0","0","0","0",18,126
"1","0","5","0","0","0","0","0",51,306
"1","0","5","0","0","1","0","0",6,42
"1","0","5","0","0","2","0","0",15,120
"1","0","5","0","1","1","0","0",6,48
"1","0","5","1","0","0","0","0",27,189
"1","0","5","2","0","0","0","0",9,72
"1","0","5","3","0","0","0","0",9,81
"1","0","6","0","0","0","0","0",9,63
"1","0","7","0","0","0","0","0",9,72
"1","1","0","0","0","0","0","0",165,330
"1","1","0","0","0","0","0","1",33,99
"1","1","0","0","0","0","0","2",15,60
"1","1","0","0","0","0","1","0",99,297
"1","1","0","0","0","0","1","1",27,108
"1","1","0","0","0","0","2","0",75,300
"1","1","0","0","0","1","0","0",474,1422
"1","1","0","0","0","1","0","1",33,132
"1","1","0","0","0","1","1","0",132,528
"1","1","0","0","0","1","1","1",6,30
"1","1","0","0","0","2","0","0",699,2796
"1","1","0","0","0","2","0","1",15,75
"1","1","0","0","0","3","0","0",18,90
"1","1","0","0","1","0","0","0",3315,9945
"1","1","0","0","1","0","0","1",117,468
"1","1","0","0","1","0","0","2",57,285
"1","1","0","0","1","0","1","0",300,1200
"1","1","0","0","1","0","1","1",27,135
"1","1","0","0","1","0","2","0",57,285
"1","1","0","0","1","0","2","1",6,36
"1","1","0","0","1","1","0","0",3123,12492
"1","1","0","0","1","1","0","1",84,420
"1","1","0","0","1","1","0","2",30,180
"1","1","0","0","1","1","1","0",33,165
"1","1","0","0","1","1","1","1",12,72
"1","1","0","0","1","2","0","0",33,165
"1","1","0","0","2","0","0","0",13053,52212
"1","1","0","0","2","0","0","1",237,1185
"1","1","0","0","2","0","0","2",138,828
"1","1","0","0","2","0","1","0",213,1065
"1","1","0","0","2","0","1","1",96,576
"1","1","0","0","2","0","2","0",81,486
"1","1","0","0","2","1","0","0",69,345
"1","1","0","0","2","1","0","1",12,72
"1","1","0","0","2","1","1","0",15,90
"1","1","0","0","3","0","0","0",96,480
"1","1","0","0","3","0","0","1",12,72
"1","1","0","0","3","0","1","0",9,54
"1","1","0","0","4","0","0","0",6,36
"1","1","0","1","0","0","0","0",3018,9054
"1","1","0","1","0","0","0","1",60,240
"1","1","0","1","0","0","0","2",15,75
"1","1","0","1","0","0","1","0",195,780
"1","1","0","1","0","0","1","1",30,150
"1","1","0","1","0","0","2","0",111,555
"1","1","0","1","0","1","0","0",612,2448
"1","1","0","1","0","1","0","1",18,90
"1","1","0","1","0","1","0","2",6,36
"1","1","0","1","0","1","1","0",75,375
"1","1","0","1","0","1","2","0",6,36
"1","1","0","1","0","2","0","0",81,405
"1","1","0","1","0","2","0","1",9,54
"1","1","0","1","0","2","1","0",6,36
"1","1","0","1","0","3","0","0",9,54
"1","1","0","1","1","0","0","0",5823,23292
"1","1","0","1","1","0","0","1",99,495
"1","1","0","1","1","0","0","2",42,252
"1","1","0","1","1","0","1","0",192,960
"1","1","0","1","1","0","1","1",66,396
"1","1","0","1","1","0","2","0",135,810
"1","1","0","1","1","0","2","1",9,63
"1","1","0","1","1","1","0","0",93,465
"1","1","0","1","1","1","1","0",33,198
"1","1","0","1","1","2","0","0",12,72
"1","1","0","1","2","0","0","0",144,720
"1","1","0","1","2","0","0","1",9,54
"1","1","0","1","2","0","1","0",15,90
"1","1","0","1","2","0","2","0",9,63
"1","1","0","1","2","1","0","0",6,36
"1","1","0","1","3","0","0","0",18,108
"1","1","0","2","0","0","0","0",6213,24852
"1","1","0","2","0","0","0","1",60,300
"1","1","0","2","0","0","0","2",21,126
"1","1","0","2","0","0","1","0",231,1155
"1","1","0","2","0","0","1","1",54,324
"1","1","0","2","0","0","2","0",186,1116
"1","1","0","2","0","0","3","0",9,63
"1","1","0","2","0","1","0","0",123,615
"1","1","0","2","0","1","0","1",6,36
"1","1","0","2","0","1","1","0",78,468
"1","1","0","2","0","2","0","0",66,396
"1","1","0","2","1","0","0","0",141,705
"1","1","0","2","1","0","0","1",6,36
"1","1","0","2","1","0","1","0",27,162
"1","1","0","2","1","0","2","0",21,147
"1","1","0","2","1","1","0","0",21,126
"1","1","0","2","2","0","0","0",42,252
"1","1","0","2","3","0","0","0",6,42
"1","1","0","3","0","0","0","0",120,600
"1","1","0","3","0","0","1","0",21,126
"1","1","0","3","0","0","1","1",6,42
"1","1","0","3","0","0","2","0",9,63
"1","1","0","3","0","1","0","0",9,54
"1","1","0","3","1","0","0","0",18,108
"1","1","0","4","0","0","0","0",15,90
"1","1","0","4","1","0","0","0",6,42
"1","1","1","0","0","0","0","0",666,1998
"1","1","1","0","0","0","0","1",15,60
"1","1","1","0","0","0","0","2",9,45
"1","1","1","0","0","0","1","0",60,240
"1","1","1","0","0","0","1","1",15,75
"1","1","1","0","0","0","2","0",30,150
"1","1","1","0","0","1","0","0",255,1020
"1","1","1","0","0","1","0","1",12,60
"1","1","1","0","0","1","1","0",63,315
"1","1","1","0","0","2","0","0",234,1170
"1","1","1","0","0","2","0","1",18,108
"1","1","1","0","0","3","0","0",6,36
"1","1","1","0","1","0","0","0",582,2328
"1","1","1","0","1","0","0","1",24,120
"1","1","1","0","1","0","0","2",9,54
"1","1","1","0","1","0","1","0",39,195
"1","1","1","0","1","0","2","0",12,72
"1","1","1","0","1","1","0","0",360,1800
"1","1","1","0","1","1","0","1",12,72
"1","1","1","0","1","1","0","2",6,42
"1","1","1","0","1","1","1","0",12,72
"1","1","1","0","1","2","0","0",15,90
"1","1","1","0","2","0","0","0",627,3135
"1","1","1","0","2","0","0","1",30,180
"1","1","1","0","2","0","0","2",6,42
"1","1","1","0","2","0","1","0",27,162
"1","1","1","0","2","0","2","0",9,63
"1","1","1","0","2","1","0","0",12,72
"1","1","1","0","3","0","0","0",18,108
"1","1","1","0","3","0","0","1",6,42
"1","1","1","1","0","0","0","0",975,3900
"1","1","1","1","0","0","0","1",9,45
"1","1","1","1","0","0","1","0",48,240
"1","1","1","1","0","0","1","1",9,54
"1","1","1","1","0","0","2","0",24,144
"1","1","1","1","0","1","0","0",108,540
"1","1","1","1","0","1","1","0",30,180
"1","1","1","1","0","2","0","0",69,414
"1","1","1","1","0","2","1","0",9,63
"1","1","1","1","1","0","0","0",258,1290
"1","1","1","1","1","0","0","1",9,54
"1","1","1","1","1","0","0","2",9,63
"1","1","1","1","1","0","1","0",18,108
"1","1","1","1","1","0","1","1",6,42
"1","1","1","1","1","0","2","0",12,84
"1","1","1","1","1","1","0","0",27,162
"1","1","1","1","1","1","1","0",6,42
"1","1","1","1","2","0","0","0",42,252
"1","1","1","1","2","1","0","0",6,42
"1","1","1","2","0","0","0","0",210,1050
"1","1","1","2","0","0","1","0",18,108
"1","1","1","2","0","0","2","0",12,84
"1","1","1","2","0","1","0","0",30,180
"1","1","1","2","0","1","1","0",15,105
"1","1","1","2","0","2","0","0",18,126
"1","1","1","2","1","0","0","0",27,162
"1","1","1","2","2","0","0","0",9,63
"1","1","1","3","0","0","0","0",33,198
"1","1","1","3","0","0","1","0",6,42
"1","1","1","3","0","0","2","0",12,96
"1","1","1","3","1","0","0","0",12,84
"1","1","1","4","0","0","0","0",6,42
"1","1","2","0","0","0","0","0",471,1884
"1","1","2","0","0","0","0","1",6,30
"1","1","2","0","0","0","1","0",42,210
"1","1","2","0","0","0","2","0",18,108
"1","1","2","0","0","1","0","0",129,645
"1","1","2","0","0","1","1","0",54,324
"1","1","2","0","0","2","0","0",162,972
"1","1","2","0","0","3","0","0",6,42
"1","1","2","0","1","0","0","0",168,840
"1","1","2","0","1","0","0","1",12,72
"1","1","2","0","1","0","1","0",24,144
"1","1","2","0","1","1","0","0",180,1080
"1","1","2","0","1","1","0","1",6,42
"1","1","2","0","2","0","0","0",231,1386
"1","1","2","0","2","0","0","1",6,42
"1","1","2","0","2","0","1","0",9,63
"1","1","2","0","2","1","0","0",9,63
"1","1","2","1","0","0","0","0",93,465
"1","1","2","1","0","0","1","0",6,36
"1","1","2","1","0","0","2","0",6,42
"1","1","2","1","0","1","0","0",36,216
"1","1","2","1","0","1","1","0",12,84
"1","1","2","1","0","2","0","0",30,210
"1","1","2","1","1","0","0","0",54,324
"1","1","2","1","1","0","1","0",6,42
"1","1","2","1","1","1","0","0",9,63
"1","1","2","1","2","0","0","0",9,63
"1","1","2","2","0","0","0","0",60,360
"1","1","2","2","0","0","2","0",6,48
"1","1","2","2","0","1","0","0",9,63
"1","1","2","2","0","2","0","0",9,72
"1","1","2","2","1","0","0","0",6,42
"1","1","3","0","0","0","0","0",66,330
"1","1","3","0","0","0","1","0",6,36
"1","1","3","0","0","0","2","0",6,42
"1","1","3","0","0","1","0","0",39,234
"1","1","3","0","0","1","1","0",15,105
"1","1","3","0","0","2","0","0",60,420
"1","1","3","0","1","0","0","0",36,216
"1","1","3","0","1","1","0","0",36,252
"1","1","3","0","2","0","0","0",51,357
"1","1","3","1","0","0","0","0",33,198
"1","1","3","1","0","1","0","0",15,105
"1","1","3","1","0","2","0","0",18,144
"1","1","3","1","1","0","0","0",9,63
"1","1","3","2","0","0","0","0",9,63
"1","1","4","0","0","0","0","0",21,126
"1","1","4","0","0","1","0","0",12,84
"1","1","4","0","0","1","1","0",6,48
"1","1","4","0","0","2","0","0",27,216
"1","1","4","0","1","0","0","0",9,63
"1","1","4","0","1","1","0","0",9,72
"1","1","4","0","2","0","0","0",18,144
"1","1","5","0","0","0","0","0",9,63
"1","2","0","0","0","0","0","0",66,198
"1","2","0","0","0","0","0","1",6,24
"1","2","0","0","0","0","0","2",6,30
"1","2","0","0","0","0","1","0",27,108
"1","2","0","0","0","0","1","1",9,45
"1","2","0","0","0","0","2","0",30,150
"1","2","0","0","0","1","0","0",192,768
"1","2","0","0","0","1","0","1",12,60
"1","2","0","0","0","1","1","0",42,210
"1","2","0","0","0","2","0","0",261,1305
"1","2","0","0","0","2","0","1",12,72
"1","2","0","0","1","0","0","0",1416,5664
"1","2","0","0","1","0","0","1",48,240
"1","2","0","0","1","0","0","2",21,126
"1","2","0","0","1","0","1","0",117,585
"1","2","0","0","1","0","1","1",12,72
"1","2","0","0","1","0","2","0",21,126
"1","2","0","0","1","1","0","0",1560,7800
"1","2","0","0","1","1","0","1",42,252
"1","2","0","0","1","1","0","2",6,42
"1","2","0","0","1","1","1","0",18,108
"1","2","0","0","1","2","0","0",21,126
"1","2","0","0","2","0","0","0",6717,33585
"1","2","0","0","2","0","0","1",123,738
"1","2","0","0","2","0","0","2",45,315
"1","2","0","0","2","0","1","0",96,576
"1","2","0","0","2","0","1","1",27,189
"1","2","0","0","2","0","2","0",39,273
"1","2","0","0","2","1","0","0",48,288
"1","2","0","0","2","1","0","1",6,42
"1","2","0","0","2","1","1","0",9,63
"1","2","0","0","3","0","0","0",72,432
"1","2","0","0","3","0","0","1",6,42
"1","2","0","1","0","0","0","0",1296,5184
"1","2","0","1","0","0","0","1",24,120
"1","2","0","1","0","0","0","2",6,36
"1","2","0","1","0","0","1","0",75,375
"1","2","0","1","0","0","1","1",15,90
"1","2","0","1","0","0","2","0",36,216
"1","2","0","1","0","1","0","0",243,1215
"1","2","0","1","0","1","0","2",9,63
"1","2","0","1","0","1","1","0",18,108
"1","2","0","1","0","2","0","0",42,252
"1","2","0","1","1","0","0","0",2445,12225
"1","2","0","1","1","0","0","1",45,270
"1","2","0","1","1","0","0","2",15,105
"1","2","0","1","1","0","1","0",66,396
"1","2","0","1","1","0","1","1",21,147
"1","2","0","1","1","0","2","0",39,273
"1","2","0","1","1","1","0","0",33,198
"1","2","0","1","1","1","1","0",15,105
"1","2","0","1","2","0","0","0",72,432
"1","2","0","1","2","1","0","0",6,42
"1","2","0","1","3","0","0","0",12,84
"1","2","0","2","0","0","0","0",2376,11880
"1","2","0","2","0","0","0","1",27,162
"1","2","0","2","0","0","0","2",6,42
"1","2","0","2","0","0","1","0",63,378
"1","2","0","2","0","0","1","1",9,63
"1","2","0","2","0","0","2","0",36,252
"1","2","0","2","0","1","0","0",54,324
"1","2","0","2","0","1","1","0",21,147
"1","2","0","2","0","2","0","0",21,147
"1","2","0","2","1","0","0","0",54,324
"1","2","0","2","1","0","0","1",6,42
"1","2","0","2","1","1","0","0",12,84
"1","2","0","2","2","0","0","0",21,147
"1","2","0","3","0","0","0","0",51,306
"1","2","0","3","0","0","1","0",6,42
"1","2","0","3","1","0","0","0",15,105
"1","2","0","4","0","0","0","0",9,63
"1","2","1","0","0","0","0","0",78,312
"1","2","1","0","0","0","1","0",24,120
"1","2","1","0","0","0","2","0",6,36
"1","2","1","0","0","1","0","0",75,375
"1","2","1","0","0","1","0","1",9,54
"1","2","1","0","0","1","1","0",15,90
"1","2","1","0","0","2","0","0",78,468
"1","2","1","0","1","0","0","0",285,1425
"1","2","1","0","1","0","0","1",15,90
"1","2","1","0","1","0","1","0",21,126
"1","2","1","0","1","1","0","0",210,1260
"1","2","1","0","1","1","0","1",12,84
"1","2","1","0","1","2","0","0",12,84
"1","2","1","0","2","0","0","0",399,2394
"1","2","1","0","2","0","0","1",24,168
"1","2","1","0","2","0","0","2",9,72
"1","2","1","0","2","0","1","0",24,168
"1","2","1","0","2","1","0","0",9,63
"1","2","1","0","3","0","0","0",9,63
"1","2","1","1","0","0","0","0",264,1320
"1","2","1","1","0","0","0","1",6,36
"1","2","1","1","0","0","1","0",15,90
"1","2","1","1","0","0","2","0",6,42
"1","2","1","1","0","1","0","0",45,270
"1","2","1","1","0","1","1","0",15,105
"1","2","1","1","0","2","0","0",12,84
"1","2","1","1","1","0","0","0",111,666
"1","2","1","1","1","0","0","1",9,63
"1","2","1","1","1","0","2","0",6,48
"1","2","1","1","1","1","0","0",12,84
"1","2","1","1","2","0","0","0",15,105
"1","2","1","2","0","0","0","0",90,540
"1","2","1","2","0","0","1","0",9,63
"1","2","1","2","0","1","0","0",9,63
"1","2","1","2","0","1","1","0",6,48
"1","2","1","2","0","2","0","0",15,120
"1","2","1","2","1","0","0","0",12,84
"1","2","1","2","1","1","0","0",6,48
"1","2","1","3","0","0","0","0",6,42
"1","2","2","0","0","0","0","0",54,270
"1","2","2","0","0","1","0","0",42,252
"1","2","2","0","0","1","1","0",12,84
"1","2","2","0","0","2","0","0",60,420
"1","2","2","0","1","0","0","0",93,558
"1","2","2","0","1","0","1","0",9,63
"1","2","2","0","1","1","0","0",78,546
"1","2","2","0","1","1","0","1",6,48
"1","2","2","0","2","0","0","0",123,861
"1","2","2","0","2","0","0","1",6,48
"1","2","2","1","0","0","0","0",21,126
"1","2","2","1","0","1","0","0",9,63
"1","2","2","1","1","0","0","0",21,147
"1","2","2","1","1","1","0","0",9,72
"1","2","2","2","0","0","0","0",15,105
"1","2","3","0","0","0","0","0",12,72
"1","2","3","0","0","1","0","0",9,63
"1","2","3","0","0","2","0","0",36,288
"1","2","3","0","1","0","0","0",18,126
"1","2","3","0","1","1","0","0",30,240
"1","2","3","0","2","0","0","0",33,264
"1","2","3","1","1","0","0","0",9,72
"1","2","4","0","2","0","0","0",6,54
"1","3","0","0","0","0","0","0",12,48
"1","3","0","0","0","0","1","0",12,60
"1","3","0","0","0","0","2","0",9,54
"1","3","0","0","0","1","0","0",57,285
"1","3","0","0","0","1","1","0",18,108
"1","3","0","0","0","2","0","0",75,450
"1","3","0","0","1","0","0","0",387,1935
"1","3","0","0","1","0","0","1",15,90
"1","3","0","0","1","0","1","0",45,270
"1","3","0","0","1","1","0","0",405,2430
"1","3","0","0","1","1","0","1",9,63
"1","3","0","0","1","2","0","0",6,42
"1","3","0","0","2","0","0","0",1494,8964
"1","3","0","0","2","0","0","1",27,189
"1","3","0","0","2","0","0","2",9,72
"1","3","0","0","2","0","1","0",24,168
"1","3","0","0","2","0","1","1",9,72
"1","3","0","0","2","0","2","0",6,48
"1","3","0","0","2","1","0","0",18,126
"1","3","0","0","3","0","0","0",15,105
"1","3","0","1","0","0","0","0",357,1785
"1","3","0","1","0","0","0","1",6,36
"1","3","0","1","0","0","1","0",30,180
"1","3","0","1","0","0","1","1",6,42
"1","3","0","1","0","1","0","0",57,342
"1","3","0","1","0","1","1","0",6,42
"1","3","0","1","0","2","0","0",9,63
"1","3","0","1","1","0","0","0",654,3924
"1","3","0","1","1","0","0","1",15,105
"1","3","0","1","1","0","1","0",24,168
"1","3","0","1","1","0","2","0",12,96
"1","3","0","1","1","1","0","0",21,147
"1","3","0","1","2","0","0","0",21,147
"1","3","0","2","0","0","0","0",567,3402
"1","3","0","2","0","0","1","0",30,210
"1","3","0","2","0","1","0","0",15,105
"1","3","0","2","0","1","1","0",9,72
"1","3","0","2","0","2","0","0",9,72
"1","3","0","2","1","0","0","0",9,63
"1","3","0","2","1","1","0","0",9,72
"1","3","0","2","2","0","0","0",12,96
"1","3","0","3","0","0","0","0",15,105
"1","3","1","0","0","0","0","0",12,60
"1","3","1","0","0","0","1","0",9,54
"1","3","1","0","0","1","0","0",27,162
"1","3","1","0","0","2","0","0",27,189
"1","3","1","0","1","0","0","0",84,504
"1","3","1","0","1","0","1","0",6,42
"1","3","1","0","1","1","0","0",102,714
"1","3","1","0","2","0","0","0",186,1302
"1","3","1","0","2","0","0","1",9,72
"1","3","1","0","2","0","1","0",6,48
"1","3","1","0","3","0","0","0",6,48
"1","3","1","1","0","0","0","0",72,432
"1","3","1","1","0","1","0","0",15,105
"1","3","1","1","0","2","0","0",6,48
"1","3","1","1","1","0","0","0",42,294
"1","3","1","1","2","0","0","0",6,48
"1","3","1","2","0","0","0","0",33,231
"1","3","1","2","0","1","0","0",9,72
"1","3","1","2","1","0","0","0",6,48
"1","3","2","0","0","0","0","0",6,36
"1","3","2","0","0","1","0","0",6,42
"1","3","2","0","0","2","0","0",12,96
"1","3","2","0","1","0","0","0",24,168
"1","3","2","0","1","1","0","0",30,240
"1","3","2","0","2","0","0","0",60,480
"1","3","2","1","0","0","0","0",9,63
"1","3","2","1","1","0","0","0",9,72
"1","3","3","0","0","2","0","0",6,54
"1","3","3","0","1","0","0","0",9,72
"1","3","3","0","1","1","0","0",9,81
"1","3","3","0","2","0","0","0",12,108
"1","4","0","0","0","0","0","0",6,30
"1","4","0","0","0","1","0","0",15,90
"1","4","0","0","0","2","0","0",24,168
"1","4","0","0","1","0","0","0",78,468
"1","4","0","0","1","0","1","0",9,63
"1","4","0","0","1","1","0","0",87,609
"1","4","0","0","2","0","0","0",249,1743
"1","4","0","0","2","0","0","1",9,72
"1","4","0","0","3","0","0","0",9,72
"1","4","0","1","0","0","0","0",102,612
"1","4","0","1","0","1","0","0",21,147
"1","4","0","1","0","2","0","0",6,48
"1","4","0","1","1","0","0","0",126,882
"1","4","0","1","1","0","0","1",6,48
"1","4","0","1","1","0","1","0",9,72
"1","4","0","2","0","0","0","0",117,819
"1","4","1","0","0","1","0","0",9,63
"1","4","1","0","0","1","1","0",6,48
"1","4","1","0","0","2","0","0",12,96
"1","4","1","0","1","0","0","0",33,231
"1","4","1","0","1","1","0","0",27,216
"1","4","1","0","2","0","0","0",60,480
"1","4","1","1","0","0","0","0",9,63
"1","4","1","1","1","0","0","0",12,96
"1","4","1","2","0","0","0","0",12,96
"1","4","2","0","0","1","0","0",6,48
"1","4","2","0","1","0","0","0",9,72
"1","4","2","0","1","1","0","0",9,81
"1","4","2","0","2","0","0","0",15,135
"1","4","3","0","0","2","0","0",6,60
"1","5","0","0","1","0","0","0",24,168
"1","5","0","0","1","1","0","0",15,120
"1","5","0","0","2","0","0","0",57,456
"1","5","0","1","0","0","0","0",21,147
"1","5","0","1","1","0","0","0",30,240
"1","5","0","2","0","0","0","0",18,144
"1","5","1","0","1","0","0","0",9,72
"1","5","1","0","1","1","0","0",9,81
"1","5","1","0","2","0","0","0",15,135
"1","5","1","1","1","0","0","0",6,54
"1","6","0","0","1","0","0","0",6,48
"1","6","0","0","1","1","0","0",6,54
"1","6","0","0","2","0","0","0",15,135
"1","6","0","1","1","0","0","0",9,81
"2","0","0","0","0","0","0","0",45,90
"2","0","0","0","0","0","0","1",18,54
"2","0","0","0","0","0","0","2",9,36
"2","0","0","0","0","0","1","0",66,198
"2","0","0","0","0","0","1","1",12,48
"2","0","0","0","0","0","2","0",60,240
"2","0","0","0","0","1","0","0",189,567
"2","0","0","0","0","1","0","1",18,72
"2","0","0","0","0","1","1","0",63,252
"2","0","0","0","0","1","1","1",6,30
"2","0","0","0","0","2","0","0",180,720
"2","0","0","0","0","2","0","1",9,45
"2","0","0","0","1","0","0","0",1788,5364
"2","0","0","0","1","0","0","1",51,204
"2","0","0","0","1","0","0","2",27,135
"2","0","0","0","1","0","1","0",156,624
"2","0","0","0","1","0","1","1",27,135
"2","0","0","0","1","0","2","0",30,150
"2","0","0","0","1","1","0","0",1650,6600
"2","0","0","0","1","1","0","1",30,150
"2","0","0","0","1","1","0","2",21,126
"2","0","0","0","1","1","1","0",21,105
"2","0","0","0","1","1","2","0",6,36
"2","0","0","0","1","2","0","0",15,75
"2","0","0","0","2","0","0","0",11877,47508
"2","0","0","0","2","0","0","1",171,855
"2","0","0","0","2","0","0","2",72,432
"2","0","0","0","2","0","1","0",120,600
"2","0","0","0","2","0","1","1",45,270
"2","0","0","0","2","0","2","0",57,342
"2","0","0","0","2","1","0","0",45,225
"2","0","0","0","3","0","0","0",90,450
"2","0","0","0","3","0","0","1",6,36
"2","0","0","1","0","0","0","0",3873,11619
"2","0","0","1","0","0","0","1",57,228
"2","0","0","1","0","0","0","2",9,45
"2","0","0","1","0","0","1","0",255,1020
"2","0","0","1","0","0","1","1",48,240
"2","0","0","1","0","0","2","0",183,915
"2","0","0","1","0","1","0","0",840,3360
"2","0","0","1","0","1","0","1",30,150
"2","0","0","1","0","1","0","2",6,36
"2","0","0","1","0","1","1","0",81,405
"2","0","0","1","0","1","1","1",6,36
"2","0","0","1","0","1","2","0",12,72
"2","0","0","1","0","2","0","0",84,420
"2","0","0","1","0","2","0","1",6,36
"2","0","0","1","0","2","1","0",6,36
"2","0","0","1","1","0","0","0",13212,52848
"2","0","0","1","1","0","0","1",153,765
"2","0","0","1","1","0","0","2",81,486
"2","0","0","1","1","0","1","0",273,1365
"2","0","0","1","1","0","1","1",114,684
"2","0","0","1","1","0","2","0",198,1188
"2","0","0","1","1","1","0","0",87,435
"2","0","0","1","1","1","0","1",12,72
"2","0","0","1","1","1","1","0",39,234
"2","0","0","1","1","2","0","0",12,72
"2","0","0","1","2","0","0","0",132,660
"2","0","0","1","2","0","0","1",9,54
"2","0","0","1","2","0","1","0",9,54
"2","0","0","1","2","1","0","0",9,54
"2","0","0","1","3","0","0","0",9,54
"2","0","0","2","0","0","0","0",30348,121392
"2","0","0","2","0","0","0","1",156,780
"2","0","0","2","0","0","0","2",69,414
"2","0","0","2","0","0","1","0",747,3735
"2","0","0","2","0","0","1","1",165,990
"2","0","0","2","0","0","2","0",888,5328
"2","0","0","2","0","0","2","1",9,63
"2","0","0","2","0","0","3","0",18,126
"2","0","0","2","0","0","4","0",9,72
"2","0","0","2","0","1","0","0",360,1800
"2","0","0","2","0","1","0","1",18,108
"2","0","0","2","0","1","1","0",297,1782
"2","0","0","2","0","1","2","0",12,84
"2","0","0","2","0","1","3","0",6,48
"2","0","0","2","0","2","0","0",210,1260
"2","0","0","2","0","2","1","0",6,42
"2","0","0","2","1","0","0","0",216,1080
"2","0","0","2","1","0","0","1",18,108
"2","0","0","2","1","0","1","0",18,108
"2","0","0","2","1","0","1","1",6,42
"2","0","0","2","1","0","2","0",21,147
"2","0","0","2","1","1","0","0",27,162
"2","0","0","2","1","2","0","0",6,42
"2","0","0","2","2","0","0","0",30,180
"2","0","0","2","3","0","0","0",6,42
